id,speaker_nm,conversation_id,reply_to_id,reply_to_nm,timestamp,text,likes,shares,num_comments,cleaned_text,named_entities,sentiment,tokens
1530783154729934848,VlKAS_PR0NAM0,1530783154729934848,0,None,2022-05-29 05:28:39,"Mumbai Police files case against Nupur Sharma for her remarks on Prophet Muhammad on a complaint filed by Raza Academy

Raza Academy ",1100,609,23,mumbai police files case nupur sharma remarks prophet muhammad complaint filed raza academy raza academy,"[('Mumbai', 'GPE'), ('Nupur Sharma', 'PERSON'), ('Prophet Muhammad', 'PERSON'), ('Raza Academy', 'ORG')]",-0.3,"[101, 8955, 2610, 6764, 2553, 16371, 5311, 14654, 12629, 12168, 7187, 12087, 6406, 10958, 4143, 2914, 10958, 4143, 2914, 102]"
1530846112721928192,harshagujaratan,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-29 09:38:49,"Shame on.whom ?? 
Raza academy or Mumbai police",12,0,2,shame onwhom raza academy mumbai police,"[('Raza', 'PERSON'), ('Mumbai', 'GPE')]",0.0,"[101, 9467, 2006, 2860, 23393, 10958, 4143, 2914, 8955, 2610, 102]"
1530859139550785537,VlKAS_PR0NAM0,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-29 10:30:35,One is worst than the other ,5,0,0,worst,"[('One', 'CARDINAL')]",-0.5625,"[101, 5409, 102]"
1530843750314180608,sanjoychakra,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-29 09:29:26,Pl follow back.,1,1,1,pl follow,[],0.0,"[101, 20228, 3582, 102]"
1530795207729369088,rise_up_hindu,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-29 06:16:32,"@SecBlinken
 ,
@POTUS
 this is the real picture of muslims in india.
@SecBlinken
 dont try to impose US  style freedom in india.Why did u impose a president whom many americans did not vote for.First rectify ur this style of freedom.",6,2,0,secblinken potus real picture muslims india secblinken dont try impose style freedom indiawhy did u impose president americans did vote forfirst rectify ur style freedom,"[('@POTUS\n ', 'PERSON'), ('muslims', 'NORP'), ('india', 'GPE'), ('US', 'GPE'), ('india', 'GPE'), ('americans', 'NORP'), ('First', 'ORDINAL')]",0.35,"[101, 10819, 16558, 19839, 2368, 8962, 2271, 2613, 3861, 7486, 2634, 10819, 16558, 19839, 2368, 2123, 2102, 3046, 17607, 2806, 4071, 2634, 2860, 10536, 2106, 1057, 17607, 2343, 4841, 2106, 3789, 2005, 8873, 12096, 28667, 27351, 24471, 2806, 4071, 102]"
1530799048831078400,IndiaFi75227536,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-29 06:31:48,Muslim league party rules Maharashtra!,2,0,1,muslim league party rules maharashtra,"[('Muslim league party', 'ORG'), ('Maharashtra', 'NORP')]",0.0,"[101, 5152, 2223, 2283, 3513, 12434, 102]"
1530957795553468416,sonali_mehta25,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-29 17:02:36,Hindu orgs should file multiple complaints for blasphemy when Shivling and other god/godess are being disrespected,1,0,0,hindu orgs file multiple complaints blasphemy shivling godgodess disrespected,"[('Hindu', 'NORP')]",-0.0625,"[101, 7560, 8917, 2015, 5371, 3674, 10821, 1038, 8523, 8458, 26662, 11895, 2615, 2989, 2643, 3995, 6155, 2015, 4487, 21338, 2229, 5051, 10985, 102]"
1531389260187566080,JayKc15,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-30 21:37:06,If there rasool were rangila what can be expected from the followers,0,0,0,rasool rangila expected followers,[],-0.1,"[101, 20710, 13669, 8369, 11733, 3517, 8771, 102]"
1531104128553799680,indianityfirst,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-30 02:44:05,"Maharashtra is ruled by the brotherhood government 

Brotherhood of UrbanNaxals, Terrorists, MahaCorruptBandhan parties, Bollywood Mafia & their SoldMedia is the biggest threat to our nation. 

Patriotic Indians should reject them in every possible form",0,0,0,maharashtra ruled brotherhood government brotherhood urbannaxals terrorists mahacorruptbandhan parties bollywood mafia soldmedia biggest threat nation patriotic indians reject possible form,"[('Maharashtra', 'ORG'), ('Brotherhood of UrbanNaxals', 'ORG'), ('MahaCorruptBandhan', 'PRODUCT'), ('Bollywood Mafia &', 'ORG'), ('SoldMedia', 'ORG'), ('Patriotic Indians', 'NORP')]",0.0,"[101, 12434, 5451, 12865, 2231, 12865, 3923, 2532, 18684, 4877, 15554, 24404, 27108, 21531, 2102, 12733, 4819, 4243, 16046, 13897, 2853, 16969, 5221, 5081, 3842, 14314, 6505, 15454, 2825, 2433, 102]"
1530886777472331777,HoiPoll0i,1530783154729934848,1530783154729934848,VlKAS_PR0NAM0,2022-05-29 12:20:24,A terrorist organization which is not even registered with the charity commission. All their operations should b stopped ASAP!,0,0,0,terrorist organization registered charity commission operations b stopped asap,"[('ASAP', 'ORG')]",0.0,"[101, 9452, 3029, 5068, 5952, 3222, 3136, 1038, 3030, 17306, 2361, 102]"
